text,airline_sentiment
I love this airline!	positive
The service was acceptable.	neutral
The entertainment was not bad.	neutral
I love this airline!	positive
The entertainment was great.	positive
The staff was superb.	positive
The staff was superb.	positive
The flight was not smooth.	negative
The flight was not smooth.	negative
The food was satisfactory.	neutral
I hated the delay.	negative
The food was cold.	negative
The baggage was lost.	negative
This was the worst flight ever.	negative
The staff was polite.	positive
The staff was polite.	positive
It was an average experience.	neutral
The crew ignored my request.	negative
The flight was terrible.	negative
The flight was delayed for hours.	negative
The luggage arrived late.	negative
This was the worst flight ever.	negative
The air conditioning was broken.	negative
The staff was very friendly.	positive
The flight was not bad.	neutral
Nothing special about this flight.	neutral
The entertainment was lacking.	neutral
The food was delicious.	positive
The food was bland.	negative
The food was not good.	negative
The staff was not rude.	neutral
The service was acceptable.	neutral
The drinks were fine.	neutral
It was an average experience.	neutral
The service was poor.	negative
The entertainment was great.	positive
The flight was enjoyable.	positive
The flight was uneventful.	neutral
The flight was not smooth.	negative
The staff was superb.	positive
The staff was rude.	negative
The flight was not bad.	neutral
I am never flying with them again.	negative
The staff was superb.	positive
The service was acceptable.	positive
The service was poor.	negative
The entertainment was not bad.	neutral
The flight was excellent.	positive
The flight was fine.	neutral
I love this airline!	positive
The flight was uneventful.	neutral
The pilot was very professional.	positive
The staff smiled a lot.	positive
The service was poor.	negative
The air conditioning was broken.	negative
The crew ignored my request.	negative
The flight was average.	neutral
The staff was cheerful.	positive
The boarding was quick.	positive
The flight was noisy.	negative
The staff was cheerful.	positive
The service was poor.	negative
The food was expensive.	neutral
It was an average experience.	neutral
The food was cold.	negative
The flight was bad.	negative
The food was not good.	negative
The flight was not enjoyable.	negative
The entertainment was lacking.	neutral
The check-in process was smooth.	positive
The seats were uncomfortable.	negative
The plane was dirty.	negative
The crew was wonderful.	positive
The service was acceptable.	neutral
The flight was on time.	neutral
The crew was amazing!	positive
The staff was amazing.	positive
The flight was okay.	neutral
The crew was amazing!	positive
The staff was attentive.	positive
The entertainment was not bad.	neutral
The air conditioning was broken.	negative
The food was bland.	negative
The staff was cheerful.	positive
The flight was uneventful.	neutral
The crew was amazing!	positive
I am never flying with them again.	negative
The flight was enjoyable.	positive
The pilot was very professional.	positive
The air conditioning was broken.	negative
The food was cold.	negative
The food was satisfactory.	neutral
The flight was terrible.	negative
The crew ignored my request.	negative
The staff was amazing.	positive
The plane was dirty.	negative
The entertainment was okay.	neutral
The seats were uncomfortable.	negative
The crew ignored my request.	negative
The flight was average.	neutral
The drinks were fine.	neutral
I love this airline!	positive
The staff was polite.	positive
The flight was uneventful.	neutral
The staff was not rude.	neutral
The luggage arrived late.	negative
The luggage arrived late.	negative
The entertainment was not bad.	neutral
The flight was fine.	neutral
The baggage was lost.	negative
The food was delicious.	positive
The flight was not bad.	neutral
The flight was comfortable.	positive
The flight was bad.	negative
The restroom was not clean.	negative
The flight was average.	neutral
This was the worst flight ever.	negative
The boarding was quick.	positive
The staff was superb.	positive
The flight was uneventful.	neutral
The service was acceptable.	positive
The flight was turbulent.	neutral
The flight was not smooth.	negative
I hated the delay.	negative
It was an average experience.	neutral
The staff was superb.	positive
The flight was not long.	neutral
The flight was delayed for hours.	negative
The restroom was not clean.	negative
The food was cold.	negative
The food was delicious.	positive
The check-in process was smooth.	positive
The drinks were fine.	neutral
The flight was stressful.	negative
The staff was not helpful.	negative
The boarding was quick.	positive
The entertainment was lacking.	neutral
The landing was smooth.	positive
The staff was helpful.	positive
The flight was stressful.	negative
The air conditioning was broken.	negative
The crew was inattentive.	negative
The plane was dirty.	negative
The drinks were fine.	neutral
The flight was average.	neutral
The plane was dirty.	negative
I am never flying with them again.	negative
The baggage was lost.	negative
I am never flying with them again.	negative
The staff was cheerful.	positive
The landing was smooth.	positive
The staff was helpful.	positive
The boarding was quick.	positive
The plane was dirty.	negative
Nothing special about this flight.	neutral
I hated the delay.	negative
Nothing special about this flight.	neutral
The flight was boring.	neutral
The staff was polite.	positive
The entertainment was okay.	neutral
The luggage arrived late.	negative
The staff was superb.	positive
The staff was kind.	positive
The flight was boring.	neutral
The staff was attentive.	positive
The flight was enjoyable.	positive
The flight was not enjoyable.	negative
The crew was inattentive.	negative
The staff was not rude.	neutral
The entertainment was lacking.	neutral
The staff was helpful.	positive
The staff was superb.	positive
The food was expensive.	neutral
The food was average.	neutral
The seats were uncomfortable.	negative
The food was delicious.	positive
The flight was boring.	neutral
The crew ignored my request.	negative
The flight was not smooth.	negative
The staff was rude.	negative
The check-in process was smooth.	positive
The check-in process was smooth.	positive
The staff was helpful.	positive
The crew was friendly.	positive
The seats were uncomfortable.	negative
The flight was bad.	negative
The luggage arrived late.	negative
The flight was comfortable.	positive
The staff was amazing.	positive
The staff was not helpful.	negative
The entertainment was not bad.	neutral
The crew was friendly.	positive
The crew ignored my request.	negative
The landing was smooth.	positive
The flight was boring.	neutral
The staff was attentive.	positive
The staff was cheerful.	positive
The entertainment was okay.	neutral
The drinks were fine.	neutral
The flight was stressful.	negative
The drinks were fine.	neutral
The staff was amazing.	positive
The food was okay.	neutral
The food was satisfactory.	neutral
The flight was noisy.	negative
The flight was enjoyable.	positive
The flight was okay.	neutral
It was an average experience.	neutral
The flight was not bad.	neutral
The flight was excellent.	positive
The flight was delayed for hours.	negative
The staff was kind.	positive
The service was acceptable.	positive
The flight was excellent.	positive
The flight was not smooth.	negative
The staff was helpful.	positive
The staff was amazing.	positive
The plane was old.	neutral
The staff was polite.	positive
The flight was excellent.	positive
The drinks were fine.	neutral
The food was satisfactory.	neutral
The flight was enjoyable.	positive
The crew ignored my request.	negative
The service was acceptable.	positive
The staff was not rude.	neutral
The food was cold.	negative
The staff was attentive.	positive
The restroom was not clean.	negative
The food was cold.	negative
The flight was on time.	neutral
The food was not bad.	neutral
The food was delicious.	positive
The staff was amazing.	positive
The entertainment was not bad.	neutral
The air conditioning was broken.	negative
The flight was stressful.	negative
The flight was delayed for hours.	negative
The flight was comfortable.	positive
The crew ignored my request.	negative
The plane was dirty.	negative
The entertainment was great.	positive
The boarding was quick.	positive
The service was acceptable.	neutral
The staff was kind.	positive
The landing was smooth.	positive
The baggage was lost.	negative
The pilot was very professional.	positive
The flight was turbulent.	neutral
The staff was amazing.	positive
The flight was noisy.	negative
The flight was comfortable.	positive
The staff was helpful.	positive
The service was poor.	negative
The staff was rude.	negative
The flight was comfortable.	positive
The food was average.	neutral
The flight was noisy.	negative
The staff was attentive.	positive
The staff was very friendly.	positive
I hated the delay.	negative
The seats were uncomfortable.	negative
The flight was not bad.	neutral
The service was acceptable.	positive
The boarding was quick.	positive
The flight was uneventful.	neutral
The flight was enjoyable.	positive
The entertainment was not bad.	neutral
The staff was attentive.	positive
The staff was cheerful.	positive
The staff was superb.	positive
The check-in process was smooth.	positive
The flight was excellent.	positive
The entertainment was okay.	neutral
The food was bland.	negative
The staff was attentive.	positive
I am never flying with them again.	negative
The flight was not enjoyable.	negative
The flight was not smooth.	negative
The entertainment was great.	positive
The entertainment was lacking.	neutral
The food was not bad.	neutral
The plane was old.	neutral
The flight was delayed for hours.	negative
This was the worst flight ever.	negative
The flight was enjoyable.	positive
The crew was amazing!	positive
The flight was excellent.	positive
The staff was attentive.	positive
The crew was wonderful.	positive
The crew was amazing!	positive
The flight was not smooth.	negative
The flight was uneventful.	neutral
The pilot was very professional.	positive
The staff was very friendly.	positive
The flight was not long.	neutral
The staff was amazing.	positive
The flight was delayed for hours.	negative
The flight was excellent.	positive
The food was average.	neutral
The flight was uneventful.	neutral
The flight was not enjoyable.	negative
The luggage arrived late.	negative
The flight was noisy.	negative
The flight was boring.	neutral
The staff smiled a lot.	positive
The flight was stressful.	negative
The entertainment was not bad.	neutral
The check-in process was smooth.	positive
Nothing special about this flight.	neutral
The food was not good.	negative
The staff was very friendly.	positive
The staff smiled a lot.	positive
The entertainment was okay.	neutral
The flight was delayed for hours.	negative
The crew was friendly.	positive
The plane was old.	neutral
The food was delicious.	positive
The air conditioning was broken.	negative
The staff was amazing.	positive
The entertainment was fine.	neutral
The food was cold.	negative
The flight was boring.	neutral
The flight was not enjoyable.	negative
The entertainment was not bad.	neutral
The flight was stressful.	negative
The flight was terrible.	negative
The air conditioning was broken.	negative
The landing was smooth.	positive
The drinks were fine.	neutral
The flight was enjoyable.	positive
The flight was bad.	negative
The entertainment was not bad.	neutral
The pilot was very professional.	positive
The flight was not bad.	neutral
The flight was not long.	neutral
The staff was not helpful.	negative
This was the worst flight ever.	negative
The flight was terrible.	negative
The staff was not helpful.	negative
I am never flying with them again.	negative
The food was average.	neutral
The staff was kind.	positive
The staff was rude.	negative
The service was acceptable.	positive
The crew was friendly.	positive
The service was acceptable.	neutral
The food was average.	neutral
The staff was amazing.	positive
The crew was amazing!	positive
The service was acceptable.	positive
The flight was excellent.	positive
The flight was not long.	neutral
The food was delicious.	positive
The food was expensive.	neutral
The flight was turbulent.	neutral
The flight was on time.	neutral
The food was bland.	negative
It was an average experience.	neutral
The flight was not enjoyable.	negative
The food was delicious.	positive
The food was okay.	neutral
This was the worst flight ever.	negative
The staff was amazing.	positive
The service was poor.	negative
Nothing special about this flight.	neutral
The food was not good.	negative
The food was bland.	negative
The boarding was quick.	positive
The flight was terrible.	negative
The landing was smooth.	positive
The food was bland.	negative
The service was poor.	negative
The baggage was lost.	negative
The entertainment was fine.	neutral
The flight was okay.	neutral
The food was expensive.	neutral
The flight was on time.	neutral
The flight was terrible.	negative
The flight was boring.	neutral
The seats were uncomfortable.	negative
The landing was smooth.	positive
The crew was wonderful.	positive
The staff was helpful.	positive
The entertainment was fine.	neutral
The check-in process was smooth.	positive
The baggage was lost.	negative
The staff was polite.	positive
The flight was fine.	neutral
The flight was fine.	neutral
The luggage arrived late.	negative
The air conditioning was broken.	negative
The staff was polite.	positive
The drinks were fine.	neutral
The boarding was quick.	positive
This was the worst flight ever.	negative
The food was satisfactory.	neutral
The flight was enjoyable.	positive
The seats were uncomfortable.	negative
The entertainment was lacking.	neutral
The flight was boring.	neutral
The food was okay.	neutral
The flight was comfortable.	positive
The entertainment was not bad.	neutral
The food was cold.	negative
The crew was wonderful.	positive
The entertainment was great.	positive
The service was poor.	negative
The food was not good.	negative
The staff was not rude.	neutral
The crew was amazing!	positive
The flight was bad.	negative
The flight was delayed for hours.	negative
The staff was helpful.	positive
The food was bland.	negative
Nothing special about this flight.	neutral
The food was average.	neutral
The landing was smooth.	positive
The crew ignored my request.	negative
The restroom was not clean.	negative
The food was not bad.	neutral
The plane was old.	neutral
The food was bland.	negative
The flight was fine.	neutral
The flight was delayed for hours.	negative
The plane was dirty.	negative
The flight was enjoyable.	positive
The flight was turbulent.	neutral
The flight was noisy.	negative
The flight was noisy.	negative
The staff was polite.	positive
The food was delicious.	positive
The flight was on time.	neutral
The food was cold.	negative
The crew was wonderful.	positive
The flight was enjoyable.	positive
The crew was amazing!	positive
The baggage was lost.	negative
The flight was fine.	neutral
The luggage arrived late.	negative
The flight was boring.	neutral
The flight was terrible.	negative
The staff was not helpful.	negative
The staff was rude.	negative
The staff was amazing.	positive
The staff was attentive.	positive
The food was not bad.	neutral
The plane was dirty.	negative
The plane was dirty.	negative
The food was okay.	neutral
The flight was terrible.	negative
The food was average.	neutral
The flight was on time.	neutral
The food was okay.	neutral
The staff was cheerful.	positive
The flight was comfortable.	positive
The flight was delayed for hours.	negative
The food was average.	neutral
The staff was superb.	positive
The flight was average.	neutral
The food was cold.	negative
The flight was boring.	neutral
The air conditioning was broken.	negative
The seats were uncomfortable.	negative
The flight was comfortable.	positive
The entertainment was not bad.	neutral
The drinks were fine.	neutral
The landing was smooth.	positive
The entertainment was okay.	neutral
The drinks were fine.	neutral
The air conditioning was broken.	negative
The flight was excellent.	positive
The seats were uncomfortable.	negative
The baggage was lost.	negative
The flight was terrible.	negative
The food was not bad.	neutral
Nothing special about this flight.	neutral
The entertainment was great.	positive
The staff was very friendly.	positive
The flight was uneventful.	neutral
The air conditioning was broken.	negative
The plane was dirty.	negative
The plane was old.	neutral
The luggage arrived late.	negative
It was an average experience.	neutral
The food was average.	neutral
I hated the delay.	negative
The flight was boring.	neutral
The food was not bad.	neutral
The staff was kind.	positive
The food was average.	neutral
The entertainment was great.	positive
The flight was terrible.	negative
The entertainment was lacking.	neutral
The flight was okay.	neutral
The staff was rude.	negative
The crew was amazing!	positive
The flight was uneventful.	neutral
The food was satisfactory.	neutral
The boarding was quick.	positive
The pilot was very professional.	positive
The flight was enjoyable.	positive
The food was delicious.	positive
The entertainment was lacking.	neutral
The seats were uncomfortable.	negative
The crew was wonderful.	positive
The flight was uneventful.	neutral
The flight was bad.	negative
The landing was smooth.	positive
The staff was not helpful.	negative
The restroom was not clean.	negative
The entertainment was okay.	neutral
The flight was average.	neutral
The crew was amazing!	positive
The staff was polite.	positive
The plane was old.	neutral
The entertainment was not bad.	neutral
The staff was cheerful.	positive
The flight was average.	neutral
The boarding was quick.	positive
The service was poor.	negative
The staff was kind.	positive
The food was delicious.	positive
I am never flying with them again.	negative
The staff was cheerful.	positive
I love this airline!	positive
The entertainment was lacking.	neutral
The staff was attentive.	positive
The flight was boring.	neutral
The food was not bad.	neutral
The flight was enjoyable.	positive
The check-in process was smooth.	positive
The boarding was quick.	positive
The air conditioning was broken.	negative
The check-in process was smooth.	positive
The crew ignored my request.	negative
The plane was dirty.	negative
The flight was not enjoyable.	negative
The entertainment was fine.	neutral
The staff was helpful.	positive
The flight was boring.	neutral
I am never flying with them again.	negative
The crew was inattentive.	negative
The crew ignored my request.	negative
The baggage was lost.	negative
The flight was average.	neutral
The landing was smooth.	positive
The crew ignored my request.	negative
The flight was excellent.	positive
The staff was amazing.	positive
The entertainment was great.	positive
The service was acceptable.	neutral
The drinks were fine.	neutral
The entertainment was fine.	neutral
The staff was helpful.	positive
The seats were uncomfortable.	negative
The staff was attentive.	positive
The food was cold.	negative
It was an average experience.	neutral
The staff was attentive.	positive
The entertainment was fine.	neutral
The crew was inattentive.	negative
The staff was very friendly.	positive
The entertainment was not bad.	neutral
The staff was polite.	positive
The check-in process was smooth.	positive
The flight was enjoyable.	positive
The entertainment was fine.	neutral
The staff smiled a lot.	positive
The flight was not long.	neutral
The food was not good.	negative
The staff was attentive.	positive
The flight was turbulent.	neutral
The flight was stressful.	negative
The plane was dirty.	negative
I love this airline!	positive
The restroom was not clean.	negative
The crew was friendly.	positive
The air conditioning was broken.	negative
The crew ignored my request.	negative
The flight was not enjoyable.	negative
The staff was very friendly.	positive
The staff was helpful.	positive
The crew was friendly.	positive
The food was not good.	negative
The landing was smooth.	positive
The flight was enjoyable.	positive
The entertainment was lacking.	neutral
The service was acceptable.	positive
The staff was not helpful.	negative
The service was acceptable.	positive
The flight was boring.	neutral
The food was delicious.	positive
The food was delicious.	positive
The food was okay.	neutral
The crew was inattentive.	negative
The flight was boring.	neutral
The flight was noisy.	negative
The flight was not enjoyable.	negative
The flight was excellent.	positive
The flight was on time.	neutral
The flight was boring.	neutral
The food was not good.	negative
The entertainment was okay.	neutral
This was the worst flight ever.	negative
The staff was kind.	positive
The drinks were fine.	neutral
The service was acceptable.	neutral
It was an average experience.	neutral
The staff was helpful.	positive
The air conditioning was broken.	negative
The flight was uneventful.	neutral
The drinks were fine.	neutral
The flight was turbulent.	neutral
The landing was smooth.	positive
I am never flying with them again.	negative
The food was not bad.	neutral
The crew ignored my request.	negative
The food was delicious.	positive
The entertainment was great.	positive
The staff was kind.	positive
The flight was comfortable.	positive
The flight was not smooth.	negative
The staff was cheerful.	positive
The flight was bad.	negative
The flight was noisy.	negative
The staff smiled a lot.	positive
The entertainment was okay.	neutral
The landing was smooth.	positive
The flight was not long.	neutral
The staff was very friendly.	positive
The food was not bad.	neutral
The plane was old.	neutral
The crew ignored my request.	negative
The flight was not smooth.	negative
The landing was smooth.	positive
The flight was noisy.	negative
The flight was not long.	neutral
I am never flying with them again.	negative
I am never flying with them again.	negative
The crew was inattentive.	negative
The pilot was very professional.	positive
The flight was excellent.	positive
The food was satisfactory.	neutral
The seats were uncomfortable.	negative
The flight was not smooth.	negative
The landing was smooth.	positive
This was the worst flight ever.	negative
The food was not bad.	neutral
The entertainment was fine.	neutral
The crew was inattentive.	negative
The staff was attentive.	positive
The pilot was very professional.	positive
The crew was friendly.	positive
The staff was rude.	negative
The air conditioning was broken.	negative
The flight was terrible.	negative
The flight was enjoyable.	positive
The pilot was very professional.	positive
The staff was attentive.	positive
The food was not good.	negative
The food was okay.	neutral
The food was not bad.	neutral
The flight was not smooth.	negative
The flight was on time.	neutral
The flight was delayed for hours.	negative
The flight was stressful.	negative
The staff was helpful.	positive
The flight was not smooth.	negative
The flight was excellent.	positive
I am never flying with them again.	negative
The flight was uneventful.	neutral
The flight was bad.	negative
I hated the delay.	negative
The flight was stressful.	negative
The food was delicious.	positive
The food was not bad.	neutral
The food was okay.	neutral
The food was expensive.	neutral
The flight was not enjoyable.	negative
The flight was not long.	neutral
The food was not bad.	neutral
The restroom was not clean.	negative
The boarding was quick.	positive
The plane was old.	neutral
The flight was turbulent.	neutral
The flight was not long.	neutral
I love this airline!	positive
The check-in process was smooth.	positive
The staff was cheerful.	positive
The flight was uneventful.	neutral
The flight was average.	neutral
The flight was stressful.	negative
The food was not good.	negative
The food was okay.	neutral
The staff was helpful.	positive
The flight was fine.	neutral
The flight was okay.	neutral
The flight was delayed for hours.	negative
The staff was helpful.	positive
The flight was enjoyable.	positive
The food was delicious.	positive
The staff was not rude.	neutral
The entertainment was okay.	neutral
The service was acceptable.	positive
The flight was excellent.	positive
The food was expensive.	neutral
The entertainment was lacking.	neutral
The entertainment was not bad.	neutral
The air conditioning was broken.	negative
The food was satisfactory.	neutral
This was the worst flight ever.	negative
The flight was boring.	neutral
The staff was helpful.	positive
The check-in process was smooth.	positive
The restroom was not clean.	negative
I hated the delay.	negative
The flight was turbulent.	neutral
The service was acceptable.	neutral
The crew was wonderful.	positive
The flight was enjoyable.	positive
The crew was amazing!	positive
The staff was rude.	negative
The food was expensive.	neutral
The food was average.	neutral
The flight was stressful.	negative
The crew ignored my request.	negative
The baggage was lost.	negative
The flight was fine.	neutral
The flight was not bad.	neutral
The staff was kind.	positive
The entertainment was great.	positive
I love this airline!	positive
The food was average.	neutral
I love this airline!	positive
The service was acceptable.	neutral
Nothing special about this flight.	neutral
The entertainment was not bad.	neutral
The staff was cheerful.	positive
The staff smiled a lot.	positive
The baggage was lost.	negative
The baggage was lost.	negative
The flight was terrible.	negative
The flight was not long.	neutral
The pilot was very professional.	positive
Nothing special about this flight.	neutral
The staff was polite.	positive
The food was expensive.	neutral
The flight was excellent.	positive
The flight was average.	neutral
The food was bland.	negative
The food was okay.	neutral
The crew ignored my request.	negative
This was the worst flight ever.	negative
The restroom was not clean.	negative
I am never flying with them again.	negative
The food was okay.	neutral
The staff was amazing.	positive
The landing was smooth.	positive
The luggage arrived late.	negative
The food was expensive.	neutral
The flight was excellent.	positive
The flight was enjoyable.	positive
The flight was fine.	neutral
The flight was fine.	neutral
This was the worst flight ever.	negative
It was an average experience.	neutral
The staff was not rude.	neutral
The food was not bad.	neutral
The flight was turbulent.	neutral
The boarding was quick.	positive
The air conditioning was broken.	negative
The staff was not rude.	neutral
The crew was wonderful.	positive
The flight was not smooth.	negative
The restroom was not clean.	negative
I am never flying with them again.	negative
The crew was inattentive.	negative
The staff was kind.	positive
The staff was kind.	positive
The crew was friendly.	positive
Nothing special about this flight.	neutral
The food was okay.	neutral
The flight was on time.	neutral
I hated the delay.	negative
The food was bland.	negative
The plane was old.	neutral
The food was not good.	negative
The check-in process was smooth.	positive
The food was not good.	negative
The flight was comfortable.	positive
I love this airline!	positive
The food was satisfactory.	neutral
The food was delicious.	positive
The flight was enjoyable.	positive
The flight was delayed for hours.	negative
The staff was cheerful.	positive
The crew was friendly.	positive
The service was acceptable.	neutral
The staff was cheerful.	positive
The check-in process was smooth.	positive
The food was average.	neutral
The flight was enjoyable.	positive
The entertainment was fine.	neutral
The entertainment was not bad.	neutral
The flight was not long.	neutral
The flight was on time.	neutral
The staff was kind.	positive
The food was not bad.	neutral
The flight was boring.	neutral
The pilot was very professional.	positive
The luggage arrived late.	negative
The entertainment was not bad.	neutral
The flight was terrible.	negative
The flight was fine.	neutral
The entertainment was great.	positive
The flight was average.	neutral
I am never flying with them again.	negative
The landing was smooth.	positive
The food was cold.	negative
The food was cold.	negative
The flight was excellent.	positive
The luggage arrived late.	negative
The staff was polite.	positive
The restroom was not clean.	negative
The staff was helpful.	positive
The staff was rude.	negative
The staff was kind.	positive
The staff was cheerful.	positive
The flight was comfortable.	positive
The restroom was not clean.	negative
The flight was boring.	neutral
The flight was not smooth.	negative
The staff was polite.	positive
The entertainment was okay.	neutral
It was an average experience.	neutral
The entertainment was not bad.	neutral
The drinks were fine.	neutral
The staff was very friendly.	positive
Nothing special about this flight.	neutral
The service was acceptable.	neutral
The flight was fine.	neutral
The crew was inattentive.	negative
The landing was smooth.	positive
The flight was not enjoyable.	negative
The food was bland.	negative
The flight was not smooth.	negative
The boarding was quick.	positive
The food was not bad.	neutral
The crew was amazing!	positive
The entertainment was okay.	neutral
The staff was cheerful.	positive
The flight was delayed for hours.	negative
The boarding was quick.	positive
The entertainment was okay.	neutral
The crew was friendly.	positive
The flight was boring.	neutral
I love this airline!	positive
The staff was helpful.	positive
The crew was friendly.	positive
The flight was fine.	neutral
The service was acceptable.	positive
The air conditioning was broken.	negative
I love this airline!	positive
The flight was delayed for hours.	negative
The flight was on time.	neutral
The flight was not smooth.	negative
The flight was average.	neutral
The plane was dirty.	negative
The flight was enjoyable.	positive
I am never flying with them again.	negative
I hated the delay.	negative
The staff was very friendly.	positive
The baggage was lost.	negative
The crew was wonderful.	positive
The staff smiled a lot.	positive
The flight was excellent.	positive
The food was not bad.	neutral
The flight was excellent.	positive
The staff was polite.	positive
The food was delicious.	positive
The service was acceptable.	positive
The food was satisfactory.	neutral
The staff was rude.	negative
The entertainment was great.	positive
The staff was rude.	negative
The flight was not smooth.	negative
The flight was average.	neutral
The baggage was lost.	negative
The check-in process was smooth.	positive
The entertainment was lacking.	neutral
The food was expensive.	neutral
The flight was stressful.	negative
The flight was fine.	neutral
The staff was helpful.	positive
The flight was on time.	neutral
The restroom was not clean.	negative
I am never flying with them again.	negative
The baggage was lost.	negative
The service was poor.	negative
The staff was amazing.	positive
The flight was fine.	neutral
The staff was not helpful.	negative
The entertainment was okay.	neutral
The air conditioning was broken.	negative
The food was not good.	negative
The restroom was not clean.	negative
The entertainment was fine.	neutral
The flight was fine.	neutral
The staff was kind.	positive
The staff was cheerful.	positive
The check-in process was smooth.	positive
The flight was not bad.	neutral
The food was average.	neutral
The luggage arrived late.	negative
The staff was very friendly.	positive
The staff was helpful.	positive
The plane was dirty.	negative
The staff was amazing.	positive
The staff was attentive.	positive
The crew was amazing!	positive
The flight was turbulent.	neutral
The food was delicious.	positive
The staff was rude.	negative
The staff was cheerful.	positive
The food was average.	neutral
The check-in process was smooth.	positive
The boarding was quick.	positive
The service was acceptable.	neutral
The crew was amazing!	positive
The entertainment was not bad.	neutral
The pilot was very professional.	positive
The pilot was very professional.	positive
The flight was terrible.	negative
The service was acceptable.	neutral
The flight was excellent.	positive
The staff was very friendly.	positive
The check-in process was smooth.	positive
The food was expensive.	neutral
The staff was not rude.	neutral
The flight was not long.	neutral
The crew was inattentive.	negative
The service was acceptable.	positive
The entertainment was not bad.	neutral
I hated the delay.	negative
The service was poor.	negative
The flight was excellent.	positive
The food was bland.	negative
The baggage was lost.	negative
The flight was uneventful.	neutral
The food was satisfactory.	neutral
The staff was rude.	negative
The flight was turbulent.	neutral
The flight was average.	neutral
The plane was old.	neutral
The staff was not helpful.	negative
The food was cold.	negative
The food was not good.	negative
The food was delicious.	positive
The entertainment was okay.	neutral
The entertainment was not bad.	neutral
The pilot was very professional.	positive
The staff was rude.	negative
The flight was delayed for hours.	negative
The flight was uneventful.	neutral
The crew was inattentive.	negative
This was the worst flight ever.	negative
This was the worst flight ever.	negative
The crew was inattentive.	negative
The flight was comfortable.	positive
The flight was not smooth.	negative
The food was not good.	negative
The staff was very friendly.	positive
The flight was delayed for hours.	negative
The food was delicious.	positive
The food was expensive.	neutral
The food was delicious.	positive
The drinks were fine.	neutral
The staff was polite.	positive
The flight was not bad.	neutral
The seats were uncomfortable.	negative
The crew was amazing!	positive
I love this airline!	positive
The service was acceptable.	neutral
The flight was delayed for hours.	negative
The flight was fine.	neutral
The staff was helpful.	positive
The flight was average.	neutral
The staff was rude.	negative
The check-in process was smooth.	positive
The food was satisfactory.	neutral
The flight was not long.	neutral
The flight was bad.	negative
The flight was average.	neutral
The plane was dirty.	negative
The crew was amazing!	positive
I love this airline!	positive
The flight was boring.	neutral
The flight was boring.	neutral
The plane was old.	neutral
The service was acceptable.	neutral
The flight was okay.	neutral
The flight was average.	neutral
The staff was very friendly.	positive
The baggage was lost.	negative
The crew was friendly.	positive
The baggage was lost.	negative
The entertainment was fine.	neutral
The flight was not long.	neutral
The baggage was lost.	negative
The flight was not bad.	neutral
The flight was okay.	neutral
The check-in process was smooth.	positive
The crew ignored my request.	negative
The food was cold.	negative
The crew was inattentive.	negative
The flight was noisy.	negative
Nothing special about this flight.	neutral
The staff was helpful.	positive
The staff was attentive.	positive
The food was satisfactory.	neutral
The boarding was quick.	positive
The flight was not smooth.	negative
The staff was superb.	positive
The flight was average.	neutral
The landing was smooth.	positive
The crew ignored my request.	negative
The flight was turbulent.	neutral
The landing was smooth.	positive
The service was acceptable.	neutral
The service was poor.	negative
The food was satisfactory.	neutral
The flight was turbulent.	neutral
The service was poor.	negative
The crew was friendly.	positive
The food was satisfactory.	neutral
The flight was not long.	neutral
The flight was bad.	negative
The entertainment was great.	positive
I hated the delay.	negative
The entertainment was great.	positive
The flight was noisy.	negative
The staff was polite.	positive
The staff was amazing.	positive
The flight was not enjoyable.	negative
The staff was cheerful.	positive
The flight was boring.	neutral
I am never flying with them again.	negative
The service was acceptable.	neutral
The flight was on time.	neutral
The staff was kind.	positive
The luggage arrived late.	negative
The flight was terrible.	negative
The flight was okay.	neutral
The boarding was quick.	positive
The flight was average.	neutral
The crew was inattentive.	negative
The flight was not bad.	neutral
The staff smiled a lot.	positive
The seats were uncomfortable.	negative
The staff was not rude.	neutral
The food was satisfactory.	neutral
The food was not good.	negative
I am never flying with them again.	negative
The service was acceptable.	positive
The entertainment was great.	positive
The flight was not enjoyable.	negative
The air conditioning was broken.	negative
The flight was noisy.	negative
The food was not good.	negative
This was the worst flight ever.	negative
The flight was uneventful.	neutral
The flight was bad.	negative
The staff smiled a lot.	positive
The crew ignored my request.	negative
The staff was polite.	positive
The flight was on time.	neutral
Nothing special about this flight.	neutral
The landing was smooth.	positive
The staff was rude.	negative
The staff was not helpful.	negative
Nothing special about this flight.	neutral
The staff was helpful.	positive
The luggage arrived late.	negative
The food was expensive.	neutral
The crew was friendly.	positive
The crew was inattentive.	negative
The staff was kind.	positive
The pilot was very professional.	positive
The food was average.	neutral
The flight was noisy.	negative
The food was cold.	negative
It was an average experience.	neutral
The plane was old.	neutral
The flight was boring.	neutral
The food was not bad.	neutral
The landing was smooth.	positive
I love this airline!	positive
The staff smiled a lot.	positive
It was an average experience.	neutral
The food was not bad.	neutral
The staff was very friendly.	positive
The staff was polite.	positive
The flight was not bad.	neutral
The plane was dirty.	negative
The entertainment was fine.	neutral
The staff was kind.	positive
The flight was noisy.	negative
The crew ignored my request.	negative
The boarding was quick.	positive
The plane was old.	neutral
This was the worst flight ever.	negative
The food was delicious.	positive
I am never flying with them again.	negative
I hated the delay.	negative
The staff was attentive.	positive
The staff was amazing.	positive
The landing was smooth.	positive
The food was bland.	negative
The food was okay.	neutral
The flight was enjoyable.	positive
The staff was cheerful.	positive
